cityId,cultureScore,goldTotal,productionTotal,goldScore,scienceTotal,cityScore,cultureTotal,productionScore,foodScore,cityTotal,foodTotal,scienceScore
453,1,281.40000000000003,178.19999999999985,0,157.49999999999997,0,197.1099999999997,0,0,15,253.0,0
454,0,253.25,132.5,0,174.45999999999998,0,146.00000000000003,0,0,12,417.0,0
455,0,249.25,139.04999999999998,0,186.97,0,148.80000000000004,0,1,18,511.0,0
456,0,260.75,131.55,0,152.6700000000001,0,132.86000000000004,0,0,5,237.0,0
457,0,249.25,117.15000000000003,0,186.9,0,123.06000000000002,0,0,14,484.0,0
458,0,258.0,169.24999999999994,0,160.16000000000003,0,146.9200000000001,0,0,12,311.0,0
459,0,254.5,185.54999999999998,0,172.55999999999997,0,153.29999999999998,0,0,15,380.0,0
460,0,303.0,153.0999999999999,0,151.27000000000012,0,140.78000000000003,0,0,9,220.0,0
461,0,256.4499999999999,100.74999999999996,0,192.24999999999991,0,141.00000000000003,0,1,16,515.0,0
462,1,256.0,188.49999999999991,0,174.3999999999999,0,201.11000000000007,0,0,19,370.0,0
463,0,261.25,185.54999999999984,0,151.9700000000001,0,147.32000000000005,0,0,10,218.0,0
464,0,254.75,98.85,0,223.54000000000002,0,93.98000000000003,0,1,16,504.0,1
465,0,281.25,132.4,0,161.21000000000004,0,138.8800000000001,0,0,10,341.0,0
466,0,250.25,156.90000000000006,0,181.78,0,155.94000000000003,0,1,19,514.0,0
467,0,257.25,171.49999999999994,0,161.21000000000004,0,145.18000000000012,0,0,9,286.0,0
468,0,258.5,143.14999999999998,0,155.82000000000005,0,140.2400000000001,0,0,7,273.0,0
469,1,569.1000000000004,506.59999999999974,1,207.95000000000005,1,234.14,1,0,40,487.0,1
470,0,460.95000000000044,482.9000000000003,1,180.15,0,131.45999999999995,0,0,24,364.0,0
471,1,430.5,715.9000000000001,1,195.69000000000008,1,190.24000000000004,1,0,37,460.0,0
472,1,327.99999999999994,471.85000000000014,0,188.57000000000002,1,175.51,0,0,33,484.0,0
473,0,395.4999999999998,492.2000000000003,1,171.45999999999987,0,121.79,1,0,20,342.0,0
474,0,472.5,460.0,1,247.40000000000006,0,150.78000000000006,0,0,27,222.0,1
475,1,448.0000000000001,529.95,1,352.6100000000003,1,285.56000000000006,1,0,38,390.0,1
476,0,360.2499999999999,466.85,1,243.73000000000008,1,106.38000000000004,0,1,31,550.0,1
477,0,307.0,467.3500000000002,0,202.70999999999998,0,140.92999999999998,0,0,23,326.0,1
478,1,400.1499999999999,621.4,1,218.78999999999996,1,290.29,1,0,40,466.0,1
479,1,681.6500000000001,541.15,1,215.2,1,193.9799999999999,1,1,42,669.0,1
480,0,255.41999999999996,139.94999999999996,0,174.67999999999998,0,148.22000000000003,0,0,15,413.0,0
481,0,255.2999999999999,143.70000000000002,0,181.75,0,153.70000000000002,0,0,19,482.0,0
482,0,251.0699999999999,110.89999999999999,0,196.28,0,107.87999999999997,0,1,16,608.0,0
483,0,279.45,127.0,0,180.07,0,151.22000000000003,0,0,18,455.0,0
484,0,313.8,140.95000000000002,0,182.61999999999998,0,151.16,0,0,22,458.0,0
485,0,256.25,140.8,0,173.83999999999997,0,145.98000000000002,0,0,13,409.0,0
486,0,281.75,183.65000000000003,0,157.37000000000003,0,149.3000000000001,0,0,13,285.0,0
